Publication Type,Authors,Author Full Names,Article Title,Source Title,ISSN,eISSN,ISBN,Publication Year,Volume,Issue,Start Page,End Page,Article Number,DOI,Book DOI,UT (Unique WOS ID)
B,"Thorp, JH","Thorp, James H.",Functional Relationships of Freshwater Invertebrates,"ECOLOGY AND GENERAL BIOLOGY, VOL I: THORP AND COVICH'S FRESHWATER INVERTEBRATES, 4TH EDITION",,,978-0-12-385027-0; 978-0-12-385026-3,2015,,,65,82,,10.1016/B978-0-12-385026-3.00004-8,,WOS:000348391900006
J,"Kong, YJ; Lou, IC; Zhang, YY; Lou, CU; Mok, KM","Kong, Yijun; Lou, Inchio; Zhang, Yiyong; Lou, Chong U.; Mok, Kai Meng",Using an online phycocyanin fluorescence probe for rapid monitoring of cyanobacteria in Macau freshwater reservoir,HYDROBIOLOGIA,0018-8158,1573-5117,,2014,741,1,33,49,,10.1007/s10750-013-1759-3,,WOS:000343998000005
J,"Somogyi, B; Vörös, L; Pálffy, K; Székely, G; Bartha, C; Keresztes, ZG","Somogyi, Boglarka; Voeroes, Lajos; Palffy, Karoly; Szekely, Gyoengyi; Bartha, Csaba; Keresztes, Zsolt Gyula","Picophytoplankton predominance in hypersaline lakes (Transylvanian Basin, Romania)",EXTREMOPHILES,1431-0651,1433-4909,,2014,18,6,1075,1084,,10.1007/s00792-014-0685-2,,WOS:000343812300014
J,"Souza, JP; Melo, DC; Lombardi, AT; Melao, MGG","Souza, J. P.; Melo, D. C.; Lombardi, A. T.; Melao, M. G. G.",Effects of dietborne cadmium on life history and secondary production of a tropical freshwater cladoceran,ECOTOXICOLOGY,0963-9292,1573-3017,,2014,23,9,1764,1773,,10.1007/s10646-014-1341-4,,WOS:000343877400017
J,"Walsh, MR; Whittington, D; Walsh, MJ","Walsh, Matthew R.; Whittington, Deirdre; Walsh, Melissa J.",Does variation in the intensity and duration of predation drive evolutionary changes in senescence?,JOURNAL OF ANIMAL ECOLOGY,0021-8790,1365-2656,,2014,83,6,1279,1288,,10.1111/1365-2656.12247,,WOS:000344339500005
J,"Hahn, MW; Schmidt, J; Taipale, SJ; Doolittle, WF; Koll, U","Hahn, Martin W.; Schmidt, Johanna; Taipale, Sami J.; Doolittle, W. Ford; Koll, Ulrike","Rhodoluna lacicola gen. nov., sp nov., a planktonic freshwater bacterium with stream-lined genome",INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,1466-5026,1466-5034,,2014,64,,3254,3263,,10.1099/ijs.0.065292-0,,WOS:000344912300049
J,"Laue, P; Bährs, H; Chakrabarti, S; Steinberg, CEW","Laue, Pauline; Bahrs, Hanno; Chakrabarti, Shumon; Steinberg, Christian E. W.","Natural xenobiotics to prevent cyanobacterial and algal growth in freshwater: Contrasting efficacy of tannic acid, gallic acid, and gramine",CHEMOSPHERE,0045-6535,1879-1298,,2014,104,,212,220,,10.1016/j.chemosphere.2013.11.029,,WOS:000334084500031
J,"Nieoczym, M; Kloskowski, J","Nieoczym, Marek; Kloskowski, Janusz","The role of body size in the impact of common carp Cyprinus carpio on water quality, zooplankton, and macrobenthos in ponds",INTERNATIONAL REVIEW OF HYDROBIOLOGY,1434-2944,1522-2632,,2014,99,3,212,221,,10.1002/iroh.201301644,,WOS:000337684700002
J,"Rasconi, S; Grami, B; Niquil, N; Jobard, M; Sime-Ngando, T","Rasconi, Serena; Grami, Boutheina; Niquil, Nathalie; Jobard, Marlene; Sime-Ngando, Telesphore",Parasitic chytrids sustain zooplankton growth during inedible algal bloom,FRONTIERS IN MICROBIOLOGY,1664-302X,,,2014,5,,,,229,10.3389/fmicb.2014.00229,,WOS:000336656400001
J,"Niklas, KJ; Kutschera, U","Niklas, Karl J.; Kutschera, Ulrich","Amphimixis and the individual in evolving populations: does Weismann's Doctrine apply to all, most or a few organisms?",NATURWISSENSCHAFTEN,0028-1042,1432-1904,,2014,101,5,357,372,,10.1007/s00114-014-1164-4,,WOS:000335671800001
J,"Yue, DM; Peng, YK; Qian, X; Xiao, L","Yue, Dongmei; Peng, Yuke; Qian, Xin; Xiao, Lin",Spatial and seasonal patterns of size-fractionated phytoplankton growth in Lake Taihu,JOURNAL OF PLANKTON RESEARCH,0142-7873,1464-3774,,2014,36,3,709,721,,10.1093/plankt/fbt131,,WOS:000336490000010
J,"Chang, CW; Miki, T; Shiah, FK; Kao, SJ; Wu, JT; Sastri, AR; Hsieh, CH","Chang, Chun-Wei; Miki, Takeshi; Shiah, Fuh-Kwo; Kao, Shuh-ji; Wu, Jiunn-Tzong; Sastri, Akash R.; Hsieh, Chih-hao",Linking secondary structure of individual size distribution with nonlinear size-trophic level relationship in food webs,ECOLOGY,0012-9658,1939-9170,,2014,95,4,897,909,,10.1890/13-0742.1,,WOS:000334573600010
J,"Carey, CC; Cottingham, KL; Weathers, KC; Brentrup, JA; Ruppertsberger, NM; Ewing, HA; Hairston, NG","Carey, Cayelan C.; Cottingham, Kathryn L.; Weathers, Kathleen C.; Brentrup, Jennifer A.; Ruppertsberger, Natalie M.; Ewing, Holly A.; Hairston, Nelson G., Jr.","Experimental blooms of the cyanobacterium Gloeotrichia echinulata increase phytoplankton biomass, richness and diversity in an oligotrophic lake",JOURNAL OF PLANKTON RESEARCH,0142-7873,1464-3774,,2014,36,2,364,377,,10.1093/plankt/fbt105,,WOS:000336489800006
J,"Figueredo, CC; von Rückert, G; Cupertino, A; Pontes, MA; Fernandes, LA; Ribeiro, SG; Maran, NRC","Figueredo, Cleber C.; von Rueckert, Gabriela; Cupertino, Arthur; Pontes, Marilia A.; Fernandes, Luyara A.; Ribeiro, Solange G.; Maran, Natalia R. C.",Lack of nitrogen as a causing agent of Cylindrospermopsis raciborskii intermittent blooms in a small tropical reservoir,FEMS MICROBIOLOGY ECOLOGY,0168-6496,1574-6941,,2014,87,3,557,567,,10.1111/1574-6941.12243,,WOS:000332207200001
J,"Olson, MH; Barbieri, NE","Olson, Mark H.; Barbieri, Nicholas E.",Mechanisms of ultraviolet radiation tolerance in the freshwater snail Physa acuta,FRESHWATER SCIENCE,2161-9549,2161-9565,,2014,33,1,66,72,,10.1086/674341,,WOS:000332322400006
J,"Sereda, SV; Wilke, T; Schultheiss, R","Sereda, Sergej Vital'evic; Wilke, Thomas; Schultheiss, Roland",Changes in Selection Regime Cause Loss of Phenotypic Plasticity in Planktonic Freshwater Copepods,PLOS ONE,1932-6203,,,2014,9,2,,,e90010,10.1371/journal.pone.0090010,,WOS:000332389000128
J,"Bjærke, O; Andersen, T; Titelman, J","Bjaerke, Oda; Andersen, Tom; Titelman, Josefin",Predator chemical cues increase growth and alter development in nauplii of a marine copepod,MARINE ECOLOGY PROGRESS SERIES,0171-8630,1616-1599,,2014,510,,15,24,,10.3354/meps10918,,WOS:000342457800002
J,"Bouchnak, R; Steinberg, CEW","Bouchnak, Rihab; Steinberg, Christian E. W.",Algal diets and natural xenobiotics impact energy allocation in cladocerans. II. Moina macrocopa and Moina micrura,LIMNOLOGICA,0075-9511,1873-5851,,2014,44,,23,31,,10.1016/j.limno.2013.06.002,,WOS:000328721900004
J,"Gökçe, D; Özhan Turhan, D","Gokce, Didem; Ozhan Turhan, Duygu",Effects of salinity tolerances on survival and life history of 2 cladocerans,TURKISH JOURNAL OF ZOOLOGY,1300-0179,1303-6114,,2014,38,3,347,353,,10.3906/zoo-1304-21,,WOS:000332938000011
J,"Horgan, FG; Stuart, AM; Kudavidanage, EP","Horgan, Finbarr G.; Stuart, Alexander M.; Kudavidanage, Enoka P.",Impact of invasive apple snails on the functioning and services of natural and managed wetlands,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,1146-609X,1873-6238,,2014,54,,90,100,,10.1016/j.actao.2012.10.002,,WOS:000331430000013
J,"Kaemingk, MA; Stahr, KJ; Jolley, JC; Holland, RS; Willis, DW","Kaemingk, Mark A.; Stahr, Kristopher J.; Jolley, Jeffrey C.; Holland, Richard S.; Willis, David W.",Evidence for bluegill spawning plasticity obtained by disentangling complex factors related to recruitment,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,0706-652X,1205-7533,,2014,71,1,93,105,,10.1139/cjfas-2013-0282,,WOS:000329217900009
J,"Kilias, ES; Peeken, I; Metfies, K","Kilias, Estelle Silvia; Peeken, Ilka; Metfies, Katja",Insight into protist diversity in Arctic sea ice and melt-pond aggregate obtained by pyrosequencing,POLAR RESEARCH,0800-0395,1751-8369,,2014,33,,,,23466,10.3402/polar.v33.23466,,WOS:000344481000001
J,"Kistenich, S; Dressler, M; Zimmermann, J; Hübener, T; Bastrop, R; Jahn, R","Kistenich, Sonja; Dressler, Mirko; Zimmermann, Jonas; Huebener, Thomas; Bastrop, Ralf; Jahn, Regine",An investigation into the morphology and genetics of Cyclotella comensis and closely related taxa,DIATOM RESEARCH,0269-249X,2159-8347,,2014,29,4,423,440,,10.1080/0269249X.2014.922125,,WOS:000340134900009
J,"Nakov, T; Theriot, EC; Alverson, AJ","Nakov, Teofil; Theriot, Edward C.; Alverson, Andrew J.",Using phylogeny to model cell size evolution in marine and freshwater diatoms,LIMNOLOGY AND OCEANOGRAPHY,0024-3590,1939-5590,,2014,59,1,79,86,,10.4319/lo.2014.59.1.0079,,WOS:000339901800007
J,"Naselli-Flores, L","Naselli-Flores, Luigi","Morphological analysis of phytoplankton as a tool to assess ecological state of aquatic ecosystems: the case of Lake Arancio, Sicily, Italy",INLAND WATERS,2044-2041,2044-205X,,2014,4,1,15,26,,10.5268/IW-4.1.686,,WOS:000329978100002
J,"Olsen, LM; Hernández, KL; Van Ardelan, M; Iriarte, JL; Sánchez, N; González, HE; Tokle, N; Olsen, Y","Olsen, Lasse Mork; Hernandez, Klaudia L.; Van Ardelan, Murat; Iriarte, Jose Luis; Sanchez, Nicolas; Gonzalez, Humberto E.; Tokle, Nils; Olsen, Yngvar",Responses in the microbial food web to increased rates of nutrient supply in a southern Chilean fjord: possible implications of cage aquaculture,AQUACULTURE ENVIRONMENT INTERACTIONS,1869-215X,1869-7534,,2014,6,1,11,27,,10.3354/aei00114,,WOS:000346418600002
J,"Rigosi, A; Carey, CC; Ibelings, BW; Brookes, JD","Rigosi, Anna; Carey, Cayelan C.; Ibelings, Bas W.; Brookes, Justin D.",The interaction between climate warming and eutrophication to promote cyanobacteria is dependent on trophic state and varies among taxa,LIMNOLOGY AND OCEANOGRAPHY,0024-3590,1939-5590,,2014,59,1,99,114,,10.4319/lo.2014.59.1.0099,,WOS:000339901800009
C,"Steinberg, CEW","Steinberg, Christian E. W.",NOM as Natural Xenobiotics,ADVANCES IN THE PHYSICOCHEMICAL CHARACTERIZATION OF DISSOLVED ORGANIC MATTER: IMPACT ON NATURAL AND ENGINEERED SYSTEMS,0097-6156,1947-5918,978-0-8412-2951-8,2014,1160,,115,144,,,,WOS:000337981900006
J,"Stoks, R; Geerts, AN; De Meester, L","Stoks, Robby; Geerts, Aurora N.; De Meester, Luc",Evolutionary and plastic responses of freshwater invertebrates to climate change: realized patterns and future potential,EVOLUTIONARY APPLICATIONS,1752-4571,,,2014,7,1,42,55,,10.1111/eva.12108,,WOS:000332699400004
J,"Vijverberg, J; Dejen, E; Getahun, A; Nagelkerke, LAJ","Vijverberg, Jacobus; Dejen, Eshete; Getahun, Abebe; Nagelkerke, Leopold A. J.","Zooplankton, fish communities and the role of planktivory in nine Ethiopian lakes",HYDROBIOLOGIA,0018-8158,1573-5117,,2014,722,1,45,60,,10.1007/s10750-013-1674-7,,WOS:000327405400005
J,"Urzúa, A; Guerao, G; Cuesta, JA; Rotllant, G; Estévez, A; Anger, K","Urzua, Angel; Guerao, Guillermo; Cuesta, Jose A.; Rotllant, Guiomar; Estevez, Alicia; Anger, Klaus","The bioenergetic fuel for non-feeding larval development in an endemic palaemonid shrimp from the Iberian Peninsula, Palaemonetes zariquieyi",MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY,1023-6244,1029-0362,,2013,46,6,381,397,,10.1080/10236244.2013.857067,,WOS:000326869500003
J,"Ahlgren, J; Yang, X; Hansson, LA; Brönmark, C","Ahlgren, Johan; Yang, Xi; Hansson, Lars-Anders; Bronmark, Christer",Camouflaged or tanned: plasticity in freshwater snail pigmentation,BIOLOGY LETTERS,1744-9561,1744-957X,,2013,9,5,,,20130464,10.1098/rsbl.2013.0464,,WOS:000330289600021
J,"Eigemann, F; Vanormelingen, P; Hilt, S","Eigemann, Falk; Vanormelingen, Pieter; Hilt, Sabine",Sensitivity of the Green Alga Pediastrum duplex Meyen to Allelochemicals Is Strain-Specific and Not Related to Co-Occurrence with Allelopathic Macrophytes,PLOS ONE,1932-6203,,,2013,8,10,,,e78463,10.1371/journal.pone.0078463,,WOS:000326034500087
J,"Schröder, A","Schroeder, Arne",Density- and Size-Dependent Winter Mortality and Growth of Late Chaoborus flavicans Larvae,PLOS ONE,1932-6203,,,2013,8,10,,,e75839,10.1371/journal.pone.0075839,,WOS:000325489100074
J,"Searle, CL; Mendelson, JR; Green, LE; Duffy, MA","Searle, Catherine L.; Mendelson, Joseph R., III; Green, Linda E.; Duffy, Meghan A.",Daphnia predation on the amphibian chytrid fungus and its impacts on disease risk in tadpoles,ECOLOGY AND EVOLUTION,2045-7758,,,2013,3,12,4129,4138,,10.1002/ece3.777,,WOS:000326286700007
J,"Aguilera, VM; Vargas, CA; Manríquez, PH; Navarro, JM; Duarte, C","Aguilera, Victor M.; Vargas, Cristian A.; Manriquez, Patricio H.; Navarro, Jorge M.; Duarte, Cristian",Low-pH Freshwater Discharges Drive Spatial and Temporal Variations in Life History Traits of Neritic Copepod Acartia tonsa,ESTUARIES AND COASTS,1559-2723,1559-2731,,2013,36,5,1084,1092,,10.1007/s12237-013-9615-2,,WOS:000323248500016
J,"Shatwell, T; Köhler, J; Nicklisch, A","Shatwell, Tom; Koehler, Jan; Nicklisch, Andreas",Temperature and photoperiod interactions with silicon-limited growth and competition of two diatoms,JOURNAL OF PLANKTON RESEARCH,0142-7873,1464-3774,,2013,35,5,957,971,,10.1093/plankt/fbt058,,WOS:000323966900003
J,"Baastrup-Spohr, L; Iversen, LL; Dahl-Nielsen, J; Sand-Jensen, K","Baastrup-Spohr, Lars; Iversen, Lars Lonsmann; Dahl-Nielsen, Jeppe; Sand-Jensen, Kaj",Seventy years of changes in the abundance of Danish charophytes,FRESHWATER BIOLOGY,0046-5070,1365-2427,,2013,58,8,1682,1693,,10.1111/fwb.12159,,WOS:000329212300011
J,"Edwards, KF; Litchman, E; Klausmeier, CA","Edwards, Kyle F.; Litchman, Elena; Klausmeier, Christopher A.",Functional traits explain phytoplankton responses to environmental gradients across lakes of the United States,ECOLOGY,0012-9658,1939-9170,,2013,94,7,1626,1635,,10.1890/12-1459.1,,WOS:000321618400020
J,"Gerphagnon, M; Latour, D; Colombet, J; Sime-Ngando, T","Gerphagnon, Melanie; Latour, Delphine; Colombet, Jonathan; Sime-Ngando, Telesphore",A Double Staining Method Using SYTOX Green and Calcofluor White for Studying Fungal Parasites of Phytoplankton,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,0099-2240,1098-5336,,2013,79,13,3943,3951,,10.1128/AEM.00696-13,,WOS:000319986200006
J,"Ikeda, T","Ikeda, Tsutomu",Synthesis towards a global-bathymetric model of metabolism and chemical composition of mysid crustaceans,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,0022-0981,1879-1697,,2013,445,,79,87,,10.1016/j.jembe.2013.04.001,,WOS:000320895500010
J,"Palmer, ME; Yan, ND","Palmer, Michelle E.; Yan, Norman D.",Decadal-scale regional changes in Canadian freshwater zooplankton: the likely consequence of complex interactions among multiple anthropogenic stressors,FRESHWATER BIOLOGY,0046-5070,1365-2427,,2013,58,7,1366,1378,,10.1111/fwb.12133,,WOS:000319946000006
J,"Pinceel, T; Vanschoenwinkel, B; Uten, J; Brendonck, L","Pinceel, Tom; Vanschoenwinkel, Bram; Uten, Joeri; Brendonck, Luc",Mechanistic and evolutionary aspects of light-induced dormancy termination in a temporary pond crustacean,FRESHWATER SCIENCE,2161-9549,2161-9565,,2013,32,2,517,524,,10.1899/12.157.1,,WOS:000318774500012
J,"Simonis, JL","Simonis, Joseph L.",Predator ontogeny determines trophic cascade strength in freshwater rock pools,ECOSPHERE,2150-8925,,,2013,4,5,,,62,10.1890/ES13-00019.1,,WOS:000327308300011
J,"Stow, CA; Cha, Y","Stow, Craig A.; Cha, YoonKyung",Are Chlorophyll a-Total Phosphorus Correlations Useful for Inference and Prediction?,ENVIRONMENTAL SCIENCE & TECHNOLOGY,0013-936X,1520-5851,,2013,47,8,3768,3773,,10.1021/es304997p,,WOS:000317813400029
J,"Burns, CW","Burns, Carolyn W.","Predictors of invasion success by Daphnia species: influence of food, temperature and species identity",BIOLOGICAL INVASIONS,1387-3547,1573-1464,,2013,15,4,859,869,,10.1007/s10530-012-0335-5,,WOS:000316200700013
J,"Chessman, BC","Chessman, Bruce C.",Identifying species at risk from climate change: Traits predict the drought vulnerability of freshwater fishes,BIOLOGICAL CONSERVATION,0006-3207,1873-2917,,2013,160,,40,49,,10.1016/j.biocon.2012.12.032,,WOS:000320684700006
J,"Rolinski, S; Pätz, P; Papendick, K; Jähnichen, S; Scheifhacken, N","Rolinski, Susanne; Paetz, Patricia; Papendick, Katrin; Jaehnichen, Sabine; Scheifhacken, Nicole",Phytoplankton appearance in particle size spectra - Deriving conversion functions between microscopic and particle counter measurements,WATER RESEARCH,0043-1354,,,2013,47,5,1928,1940,,10.1016/j.watres.2013.01.024,,WOS:000315543100021
J,"Deblois, CP; Marchand, A; Juneau, P","Deblois, Charles P.; Marchand, Axelle; Juneau, Philippe","Comparison of Photoacclimation in Twelve Freshwater Photoautotrophs (Chlorophyte, Bacillaryophyte, Cryptophyte and Cyanophyte) Isolated from a Natural Community",PLOS ONE,1932-6203,,,2013,8,3,,,e57139,10.1371/journal.pone.0057139,,WOS:000317562100006
J,"Sastri, AR; Juneau, P; Beisner, BE","Sastri, Akash R.; Juneau, Philippe; Beisner, Beatrix E.",Evaluation of chitobiase-based estimates of biomass and production rates for developing freshwater crustacean zooplankton communities,JOURNAL OF PLANKTON RESEARCH,0142-7873,1464-3774,,2013,35,2,407,420,,10.1093/plankt/fbs104,,WOS:000316129700014
J,"Yalçin-Özdilek, S; Kirankaya, SG; Ekmekçi, FG","Yalcin-Ozdilek, Sukran; Kirankaya, Serife Gulsun; Ekmekci, Fitnat Guler","Feeding Ecology of the Topmouth Gudgeon Pseudorasbora parva (Temminck and Schlegel, 1846) in the Gelingullu Reservoir, Turkey",TURKISH JOURNAL OF FISHERIES AND AQUATIC SCIENCES,1303-2712,2149-181X,,2013,13,1,87,94,,10.4194/1303-2712-v13_1_11,,WOS:000319466300011
J,"Loureiro, C; Castro, BB; Cuco, AP; Pedrosa, MA; Gonçalves, F","Loureiro, Claudia; Castro, Bruno B.; Cuco, Ana P.; Arminda Pedrosa, M.; Goncalves, Fernando",Life-history responses of salinity-tolerant and salinity-sensitive lineages of a stenohaline cladoceran do not confirm clonal differentiation,HYDROBIOLOGIA,0018-8158,,,2013,702,1,73,82,,10.1007/s10750-012-1308-5,,WOS:000312781200007
J,"Olijnyk, AM; Nelson, WA","Olijnyk, Adriana M.; Nelson, William A.",Positive phenotypic correlations among life-history traits remain in the absence of differential resource ingestion,FUNCTIONAL ECOLOGY,0269-8463,1365-2435,,2013,27,1,165,172,,10.1111/1365-2435.12015,,WOS:000314166500018
J,"Schabhüttl, S; Hingsamer, P; Weigelhofer, G; Hein, T; Weigert, A; Striebel, M","Schabhuettl, Stefanie; Hingsamer, Peter; Weigelhofer, Gabriele; Hein, Thomas; Weigert, Achim; Striebel, Maren",Temperature and species richness effects in phytoplankton communities,OECOLOGIA,0029-8549,1432-1939,,2013,171,2,527,536,,10.1007/s00442-012-2419-4,,WOS:000313800600021
J,"Ventura, T; Manor, R; Aflalo, ED; Chalifa-Caspi, V; Weil, S; Sharabi, O; Sagi, A","Ventura, Tomer; Manor, Rivka; Aflalo, Eliahu D.; Chalifa-Caspi, Vered; Weil, Simy; Sharabi, Omri; Sagi, Amir",Post-Embryonic Transcriptomes of the Prawn Macrobrachium rosenbergii: Multigenic Succession through Metamorphosis,PLOS ONE,1932-6203,,,2013,8,1,,,e55322,10.1371/journal.pone.0055322,,WOS:000315210400088
J,"Todaro, MA; Perissinotto, R; Bownes, SJ","Antonio Todaro, M.; Perissinotto, Renzo; Bownes, Sarah J.","Neogosseidae (Gastrotricha, Chaetonotida) from the iSimangaliso Wetland Park, KwaZulu-Natal, South Africa",ZOOKEYS,1313-2989,1313-2970,,2013,,315,77,94,,10.3897/zookeys.315.5593,,WOS:000321609900005
J,"Bouchnak, R; Steinberg, CEW","Bouchnak, Rihab; Steinberg, Christian E. W.",NATURAL XENOBIOTICS CHANGE MAJOR LIFE HISTORY TRAITS IN A CLONE OF Daphnia galeata,FRESENIUS ENVIRONMENTAL BULLETIN,1018-4619,1610-2304,,2013,22,3A,784,788,,,,WOS:000320901600001
J,"Nandini, S; Alonso-Soto, R; Sarma, SSS","Nandini, S.; Alonso-Soto, Ricardo; Sarma, S. S. S.",Growth of Plankton (Scenedesmus acutus (Chlorophyceae) and Moina macracopa (Cladocera)) on Domestic Wastewater,CLEAN-SOIL AIR WATER,1863-0650,1863-0669,,2013,41,1,11,15,,10.1002/clen.201000305,,WOS:000313241900003
J,"Lugoli, F; Garmendia, M; Lehtinen, S; Kauppila, P; Moncheva, S; Revilla, M; Roselli, L; Slabakova, N; Valencia, V; Dromph, KM; Basset, A","Lugoli, F.; Garmendia, M.; Lehtinen, S.; Kauppila, P.; Moncheva, S.; Revilla, M.; Roselli, L.; Slabakova, N.; Valencia, V.; Dromph, K. M.; Basset, A.",Application of a new multi-metric phytoplankton index to the assessment of ecological status in marine and transitional waters,ECOLOGICAL INDICATORS,1470-160X,1872-7034,,2012,23,,338,355,,10.1016/j.ecolind.2012.03.030,,WOS:000307130300037
J,"Vadadi-Fülöp, C; Sipkay, C; Mészáros, G; Hufnagel, L","Vadadi-Fueloep, Csaba; Sipkay, Csaba; Meszaros, Gergely; Hufnagel, Levente",Climate change and freshwater zooplankton: what does it boil down to?,AQUATIC ECOLOGY,1386-2588,1573-5125,,2012,46,4,501,519,,10.1007/s10452-012-9418-8,,WOS:000310537400011
