Source,Habitat/Location
Laing and Uye 1996 (Mar. Biol. 127:219-227),Temperate eutrophic inlet
Laing and Uye 1996 (Mar. Biol. 127:219-227),Temperate eutrophic inlet
Laing and Uye 1996 (Mar. Biol. 127:219-227),Temperate eutrophic inlet
Laing and Uye 1996 (Mar. Biol. 127:219-227),Temperate eutrophic inlet
Laing and Uye 1996 (Mar. Biol. 127:219-227),Temperate eutrophic inlet
Laing and Uye 1996 (Mar. Biol. 127:219-227),Temperate eutrophic inlet
Laing and Uye 1996 (Mar. Biol. 127:219-227),Temperate eutrophic inlet
Laing and Uye 1996 (Mar. Biol. 127:219-227),Temperate eutrophic inlet
Laing and Uye 1996 (Mar. Biol. 127:219-227),Temperate eutrophic inlet
Laing and Uye 1996 (Mar. Biol. 127:219-227),Temperate eutrophic inlet
Laing and Uye 1996 (Mar. Biol. 127:219-227),Temperate eutrophic inlet
Laing and Uye 1996 (Mar. Biol. 127:219-227),Temperate eutrophic inlet
Laing and Uye 1996 (Mar. Biol. 127:219-227),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Laing and Uye 1997 (Mar. Biol. 128:415-421),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Uye and Shibuno 1992 (J. Plank. Res. 14: 343-358),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Liang et al. 1994 (Bull. Plank. Soc. Jap. 41: 131-142),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye et al. 1982 (Bull. Plank. Soc. Jap. 29: 25-35),Temperate eutrophic inlet
Uye 1982 (J. Exp. Mar. Biol. Ecol. 57: 55-83),Onagawa bay: Marine
Uye 1982 (J. Exp. Mar. Biol. Ecol. 57: 55-83),Onagawa bay: Marine
Uye 1982 (J. Exp. Mar. Biol. Ecol. 57: 55-83),Onagawa bay: Marine
Uye 1982 (J. Exp. Mar. Biol. Ecol. 57: 55-83),Onagawa bay: Marine
Uye 1982 (J. Exp. Mar. Biol. Ecol. 57: 55-83),Onagawa bay: Marine
Uye 1982 (J. Exp. Mar. Biol. Ecol. 57: 55-83),Onagawa bay: Marine
