Sample,tank,Species,length,community,treatment
2,21,Cyclopoid,0.304,Naive,Free
2,21,Cyclopoid,0.291,Naive,Free
2,21,Cyclopoid,0.294,Naive,Free
2,21,Cyclopoid,0.274,Naive,Free
2,21,Cyclopoid,0.287,Naive,Free
2,21,Cyclopoid,0.289,Naive,Free
2,21,Cyclopoid,0.344,Naive,Free
2,21,Cyclopoid,0.317,Naive,Free
2,21,Cyclopoid,0.37,Naive,Free
2,21,Cyclopoid,0.278,Naive,Free
2,21,Cyclopoid,0.27,Naive,Free
2,21,Cyclopoid,0.293,Naive,Free
2,21,Cyclopoid,0.265,Naive,Free
2,21,Cyclopoid,0.248,Naive,Free
2,21,Cyclopoid,0.293,Naive,Free
2,21,Cyclopoid,0.279,Naive,Free
2,21,Cyclopoid,0.3,Naive,Free
2,21,Cyclopoid,0.323,Naive,Free
2,21,Cyclopoid,0.288,Naive,Free
2,21,Cyclopoid,0.292,Naive,Free
2,21,Cyclopoid,0.264,Naive,Free
2,21,Cyclopoid,0.292,Naive,Free
2,21,Cyclopoid,0.318,Naive,Free
2,21,Cyclopoid,0.289,Naive,Free
2,21,Cyclopoid,0.273,Naive,Free
2,21,Daphnia,1.128,Naive,Free
2,2,Calanoid,0.988,Experienced,Control
2,2,Calanoid,0.78,Experienced,Control
2,2,Calanoid,0.297,Experienced,Control
2,2,Calanoid,0.395,Experienced,Control
2,2,Calanoid,0.556,Experienced,Control
2,2,Calanoid,0.963,Experienced,Control
2,2,Calanoid,0.761,Experienced,Control
2,2,Calanoid,0.649,Experienced,Control
2,2,Calanoid,0.4,Experienced,Control
2,2,Calanoid,0.781,Experienced,Control
2,2,Cyclopoid,0.494,Experienced,Control
2,2,Cyclopoid,0.264,Experienced,Control
2,2,Cyclopoid,0.391,Experienced,Control
2,2,Cyclopoid,0.282,Experienced,Control
2,2,Cyclopoid,0.271,Experienced,Control
2,2,Cyclopoid,0.654,Experienced,Control
2,2,Cyclopoid,0.269,Experienced,Control
2,2,Cyclopoid,0.403,Experienced,Control
2,2,Cyclopoid,0.34,Experienced,Control
2,2,Cyclopoid,0.381,Experienced,Control
2,2,Cyclopoid,0.294,Experienced,Control
2,2,Cyclopoid,0.292,Experienced,Control
2,2,Cyclopoid,0.243,Experienced,Control
2,2,Cyclopoid,0.376,Experienced,Control
2,2,Cyclopoid,0.661,Experienced,Control
2,2,Cyclopoid,0.704,Experienced,Control
2,2,Cyclopoid,0.355,Experienced,Control
2,2,Cyclopoid,0.355,Experienced,Control
2,2,Cyclopoid,0.356,Experienced,Control
2,2,Cyclopoid,0.248,Experienced,Control
2,2,Cyclopoid,0.334,Experienced,Control
2,2,Cyclopoid,0.275,Experienced,Control
2,2,Cyclopoid,0.271,Experienced,Control
2,2,Cyclopoid,0.378,Experienced,Control
2,2,Daphnia,0.617,Experienced,Control
2,2,Daphnia,0.68,Experienced,Control
2,2,Daphnia,0.655,Experienced,Control
2,2,Daphnia,0.531,Experienced,Control
2,2,Daphnia,0.682,Experienced,Control
2,2,Daphnia,0.556,Experienced,Control
2,2,Daphnia,0.562,Experienced,Control
2,2,Daphnia,0.46,Experienced,Control
2,2,Daphnia,0.755,Experienced,Control
2,2,Daphnia,0.598,Experienced,Control
2,2,Daphnia,0.447,Experienced,Control
2,2,Daphnia,0.645,Experienced,Control
2,2,Daphnia,0.546,Experienced,Control
2,2,Daphnia,0.355,Experienced,Control
2,2,Daphnia,0.537,Experienced,Control
2,2,Daphnia,0.656,Experienced,Control
2,2,Daphnia,0.578,Experienced,Control
2,2,Daphnia,0.715,Experienced,Control
2,2,Daphnia,0.551,Experienced,Control
2,2,Daphnia,0.547,Experienced,Control
2,2,Daphnia,0.787,Experienced,Control
2,2,Daphnia,0.629,Experienced,Control
2,2,Daphnia,0.483,Experienced,Control
2,2,Daphnia,0.743,Experienced,Control
2,2,Daphnia,0.531,Experienced,Control
2,12,Calanoid,0.949,Naive,Caged
2,12,Calanoid,0.949,Naive,Caged
2,12,Calanoid,0.95,Naive,Caged
2,12,Calanoid,0.795,Naive,Caged
2,12,Calanoid,0.639,Naive,Caged
2,12,Calanoid,0.94,Naive,Caged
2,12,Calanoid,0.93,Naive,Caged
2,12,Calanoid,0.824,Naive,Caged
2,12,Calanoid,0.743,Naive,Caged
2,12,Calanoid,0.923,Naive,Caged
2,12,Calanoid,0.782,Naive,Caged
2,12,Calanoid,0.87,Naive,Caged
2,12,Calanoid,0.737,Naive,Caged
2,12,Calanoid,0.927,Naive,Caged
2,12,Calanoid,0.908,Naive,Caged
2,12,Calanoid,0.994,Naive,Caged
2,12,Calanoid,0.887,Naive,Caged
2,12,Calanoid,0.894,Naive,Caged
2,12,Calanoid,0.955,Naive,Caged
2,12,Calanoid,0.896,Naive,Caged
2,12,Calanoid,0.738,Naive,Caged
2,12,Ceriodaphnia,0.507,Naive,Caged
2,12,Ceriodaphnia,0.481,Naive,Caged
2,12,Ceriodaphnia,0.338,Naive,Caged
2,12,Cyclopoid,0.305,Naive,Caged
2,12,Cyclopoid,0.366,Naive,Caged
2,12,Cyclopoid,0.274,Naive,Caged
2,12,Polyphemus,0.537,Naive,Caged
2,12,Polyphemus,0.308,Naive,Caged
2,12,Polyphemus,0.496,Naive,Caged
2,12,Polyphemus,0.319,Naive,Caged
2,12,Polyphemus,0.282,Naive,Caged
2,12,Polyphemus,0.275,Naive,Caged
2,12,Polyphemus,0.394,Naive,Caged
2,12,Polyphemus,0.433,Naive,Caged
2,12,Polyphemus,0.328,Naive,Caged
2,12,Polyphemus,0.335,Naive,Caged
2,12,Polyphemus,0.391,Naive,Caged
2,12,Polyphemus,0.24,Naive,Caged
2,12,Polyphemus,0.29,Naive,Caged
2,12,Polyphemus,0.641,Naive,Caged
2,12,Polyphemus,0.342,Naive,Caged
2,12,Polyphemus,0.348,Naive,Caged
2,12,Polyphemus,0.239,Naive,Caged
2,12,Polyphemus,0.386,Naive,Caged
2,12,Polyphemus,0.498,Naive,Caged
2,12,Polyphemus,0.379,Naive,Caged
2,12,Polyphemus,0.312,Naive,Caged
2,12,Polyphemus,0.308,Naive,Caged
2,12,Polyphemus,0.411,Naive,Caged
2,12,Polyphemus,0.224,Naive,Caged
2,12,Polyphemus,0.314,Naive,Caged
2,12,Polyphemus,0.544,Naive,Caged
2,12,Polyphemus,0.55,Naive,Caged
2,12,Polyphemus,0.61,Naive,Caged
2,12,Polyphemus,0.213,Naive,Caged
2,27,Calanoid,0.707,Naive,Free
2,27,Calanoid,0.829,Naive,Free
2,27,Calanoid,0.709,Naive,Free
2,27,Calanoid,0.776,Naive,Free
2,27,Calanoid,0.746,Naive,Free
2,27,Calanoid,0.943,Naive,Free
2,27,Calanoid,0.745,Naive,Free
2,27,Calanoid,0.91,Naive,Free
2,27,Calanoid,0.796,Naive,Free
2,27,Calanoid,0.715,Naive,Free
2,27,Calanoid,0.692,Naive,Free
2,27,Calanoid,0.815,Naive,Free
2,27,Calanoid,0.92,Naive,Free
2,27,Calanoid,0.676,Naive,Free
2,27,Calanoid,0.718,Naive,Free
2,27,Calanoid,0.568,Naive,Free
2,27,Calanoid,0.679,Naive,Free
2,27,Calanoid,0.918,Naive,Free
2,27,Calanoid,0.762,Naive,Free
2,27,Calanoid,0.824,Naive,Free
2,27,Calanoid,0.904,Naive,Free
2,27,Calanoid,0.798,Naive,Free
2,27,Calanoid,1.017,Naive,Free
2,27,Calanoid,0.88,Naive,Free
2,27,Calanoid,0.572,Naive,Free
2,27,Calanoid,0.705,Naive,Free
2,27,Calanoid,0.99,Naive,Free
2,27,Calanoid,0.965,Naive,Free
2,27,Calanoid,0.785,Naive,Free
2,27,Calanoid,0.595,Naive,Free
2,27,Calanoid,0.778,Naive,Free
2,27,Cyclopoid,0.364,Naive,Free
2,27,Cyclopoid,0.272,Naive,Free
2,27,Cyclopoid,0.296,Naive,Free
2,27,Cyclopoid,0.291,Naive,Free
2,27,Cyclopoid,0.274,Naive,Free
2,27,Cyclopoid,0.287,Naive,Free
2,27,Cyclopoid,0.299,Naive,Free
2,27,Cyclopoid,0.304,Naive,Free
3,19,Calanoid,0.404,Naive,Caged
3,19,Calanoid,0.816,Naive,Caged
3,19,Calanoid,0.749,Naive,Caged
3,19,Calanoid,0.754,Naive,Caged
3,19,Calanoid,0.913,Naive,Caged
3,19,Calanoid,0.359,Naive,Caged
3,19,Calanoid,0.881,Naive,Caged
3,19,Calanoid,0.938,Naive,Caged
3,19,Calanoid,0.947,Naive,Caged
3,19,Calanoid,1.031,Naive,Caged
3,19,Calanoid,0.771,Naive,Caged
3,19,Calanoid,0.928,Naive,Caged
3,19,Calanoid,0.635,Naive,Caged
3,19,Calanoid,0.532,Naive,Caged
3,19,Calanoid,0.772,Naive,Caged
3,19,Calanoid,0.53,Naive,Caged
3,19,Calanoid,0.771,Naive,Caged
3,19,Calanoid,0.937,Naive,Caged
3,19,Calanoid,0.301,Naive,Caged
3,19,Calanoid,0.469,Naive,Caged
3,19,Calanoid,0.837,Naive,Caged
3,19,Calanoid,0.834,Naive,Caged
3,19,Calanoid,0.936,Naive,Caged
3,19,Calanoid,0.777,Naive,Caged
3,19,Calanoid,0.673,Naive,Caged
3,19,Calanoid,1.006,Naive,Caged
3,19,Calanoid,0.665,Naive,Caged
3,19,Cyclopoid,0.326,Naive,Caged
3,19,Cyclopoid,0.366,Naive,Caged
3,19,Daphnia,0.486,Naive,Caged
3,19,Daphnia,0.441,Naive,Caged
3,19,Daphnia,0.38,Naive,Caged
3,19,Daphnia,0.744,Naive,Caged
3,19,Polyphemus,0.599,Naive,Caged
3,19,Polyphemus,0.587,Naive,Caged
3,19,Polyphemus,0.278,Naive,Caged
3,19,Polyphemus,0.521,Naive,Caged
3,19,Polyphemus,0.36,Naive,Caged
3,19,Polyphemus,0.471,Naive,Caged
3,19,Polyphemus,0.511,Naive,Caged
3,19,Polyphemus,0.612,Naive,Caged
3,19,Polyphemus,0.321,Naive,Caged
3,19,Polyphemus,0.373,Naive,Caged
3,19,Polyphemus,0.18,Naive,Caged
3,19,Polyphemus,0.576,Naive,Caged
3,19,Polyphemus,0.288,Naive,Caged
3,19,Polyphemus,0.229,Naive,Caged
3,19,Polyphemus,0.452,Naive,Caged
3,19,Polyphemus,0.305,Naive,Caged
3,19,Polyphemus,0.584,Naive,Caged
3,19,Polyphemus,0.455,Naive,Caged
3,19,Polyphemus,0.385,Naive,Caged
3,19,Polyphemus,0.303,Naive,Caged
3,19,Polyphemus,0.342,Naive,Caged
3,19,Polyphemus,0.497,Naive,Caged
3,19,Polyphemus,0.375,Naive,Caged
3,19,Polyphemus,0.179,Naive,Caged
3,19,Polyphemus,0.56,Naive,Caged
3,19,Polyphemus,0.392,Naive,Caged
3,19,Polyphemus,0.297,Naive,Caged
3,19,Polyphemus,0.532,Naive,Caged
3,19,Polyphemus,0.609,Naive,Caged
3,19,Polyphemus,0.354,Naive,Caged
3,7,Calanoid,0.773,Naive,Free
3,7,Calanoid,0.623,Naive,Free
3,7,Calanoid,0.78,Naive,Free
3,7,Calanoid,0.709,Naive,Free
3,7,Calanoid,0.882,Naive,Free
3,7,Calanoid,0.741,Naive,Free
3,7,Calanoid,0.766,Naive,Free
3,7,Calanoid,0.748,Naive,Free
3,7,Calanoid,0.513,Naive,Free
3,7,Calanoid,0.807,Naive,Free
3,7,Calanoid,0.658,Naive,Free
3,7,Calanoid,0.524,Naive,Free
3,7,Calanoid,0.972,Naive,Free
3,7,Calanoid,0.763,Naive,Free
3,7,Calanoid,0.691,Naive,Free
3,7,Calanoid,0.606,Naive,Free
3,7,Calanoid,0.752,Naive,Free
3,7,Calanoid,0.608,Naive,Free
3,7,Calanoid,0.627,Naive,Free
3,7,Calanoid,0.76,Naive,Free
3,7,Calanoid,0.659,Naive,Free
3,7,Calanoid,0.768,Naive,Free
3,7,Calanoid,0.672,Naive,Free
3,7,Calanoid,0.781,Naive,Free
3,7,Calanoid,0.646,Naive,Free
3,7,Calanoid,0.642,Naive,Free
3,7,Calanoid,0.5,Naive,Free
3,7,Ceriodaphnia,0.264,Naive,Free
3,7,Cyclopoid,0.234,Naive,Free
3,7,Cyclopoid,0.266,Naive,Free
3,7,Cyclopoid,0.285,Naive,Free
3,7,Cyclopoid,0.248,Naive,Free
3,7,Cyclopoid,0.275,Naive,Free
3,7,Cyclopoid,0.427,Naive,Free
3,7,Cyclopoid,0.354,Naive,Free
3,7,Cyclopoid,0.274,Naive,Free
3,7,Cyclopoid,0.263,Naive,Free
3,7,Cyclopoid,0.261,Naive,Free
3,7,Cyclopoid,0.306,Naive,Free
3,7,Cyclopoid,0.491,Naive,Free
3,7,Cyclopoid,0.312,Naive,Free
3,7,Cyclopoid,0.233,Naive,Free
3,7,Cyclopoid,0.381,Naive,Free
3,7,Cyclopoid,0.395,Naive,Free
3,7,Cyclopoid,0.379,Naive,Free
3,7,Cyclopoid,0.296,Naive,Free
3,7,Cyclopoid,0.269,Naive,Free
3,7,Cyclopoid,0.459,Naive,Free
3,7,Cyclopoid,0.57,Naive,Free
3,7,Cyclopoid,0.31,Naive,Free
3,7,Cyclopoid,0.418,Naive,Free
3,7,Cyclopoid,0.363,Naive,Free
3,7,Cyclopoid,0.247,Naive,Free
3,7,Cyclopoid,0.353,Naive,Free
3,7,Cyclopoid,0.26,Naive,Free
1,18,Daphnia,0.892,Experienced,Control
1,18,Daphnia,0.611,Experienced,Control
1,18,Daphnia,0.64,Experienced,Control
1,18,Daphnia,0.92,Experienced,Control
1,18,Daphnia,0.542,Experienced,Control
1,18,Calanoid,0.788,Experienced,Control
1,18,Calanoid,1.014,Experienced,Control
1,18,Calanoid,0.845,Experienced,Control
1,18,Calanoid,1.181,Experienced,Control
1,18,Calanoid,1.032,Experienced,Control
1,18,Calanoid,0.939,Experienced,Control
1,18,Calanoid,0.695,Experienced,Control
1,18,Calanoid,0.721,Experienced,Control
1,18,Calanoid,0.711,Experienced,Control
1,18,Calanoid,0.385,Experienced,Control
1,18,Calanoid,0.361,Experienced,Control
1,18,Calanoid,0.395,Experienced,Control
1,18,Calanoid,0.45,Experienced,Control
1,18,Calanoid,0.385,Experienced,Control
1,18,Calanoid,0.445,Experienced,Control
1,18,Calanoid,0.401,Experienced,Control
1,18,Calanoid,0.61,Experienced,Control
1,18,Calanoid,0.474,Experienced,Control
1,18,Calanoid,0.323,Experienced,Control
1,18,Calanoid,0.444,Experienced,Control
1,18,Calanoid,0.353,Experienced,Control
1,18,Calanoid,0.371,Experienced,Control
1,18,Calanoid,0.323,Experienced,Control
1,18,Calanoid,0.363,Experienced,Control
1,18,Calanoid,0.409,Experienced,Control
2,9,Calanoid,0.927,Naive,Control
2,9,Calanoid,1.097,Naive,Control
2,9,Calanoid,1.101,Naive,Control
2,9,Calanoid,1.145,Naive,Control
2,9,Calanoid,0.996,Naive,Control
2,9,Calanoid,1,Naive,Control
2,9,Calanoid,0.908,Naive,Control
2,9,Calanoid,1.063,Naive,Control
2,9,Calanoid,1.028,Naive,Control
2,9,Calanoid,0.877,Naive,Control
2,9,Calanoid,1.035,Naive,Control
2,9,Polyphemus,0.552,Naive,Control
2,9,Polyphemus,0.329,Naive,Control
2,9,Polyphemus,0.532,Naive,Control
2,9,Polyphemus,0.563,Naive,Control
2,9,Polyphemus,0.365,Naive,Control
2,9,Polyphemus,0.375,Naive,Control
2,9,Polyphemus,0.408,Naive,Control
2,9,Polyphemus,0.339,Naive,Control
2,9,Polyphemus,0.28,Naive,Control
2,9,Polyphemus,0.35,Naive,Control
2,9,Polyphemus,0.549,Naive,Control
2,9,Polyphemus,0.354,Naive,Control
2,9,Polyphemus,0.522,Naive,Control
2,9,Polyphemus,0.591,Naive,Control
2,9,Polyphemus,0.368,Naive,Control
2,9,Polyphemus,0.336,Naive,Control
2,9,Polyphemus,0.547,Naive,Control
2,9,Polyphemus,0.556,Naive,Control
2,9,Polyphemus,0.594,Naive,Control
2,9,Polyphemus,0.505,Naive,Control
2,9,Polyphemus,0.272,Naive,Control
2,9,Polyphemus,0.424,Naive,Control
2,9,Polyphemus,0.424,Naive,Control
2,9,Polyphemus,0.449,Naive,Control
2,9,Polyphemus,0.269,Naive,Control
2,9,Polyphemus,0.448,Naive,Control
2,9,Polyphemus,0.399,Naive,Control
2,8,Cyclopoid,0.661,Experienced,Free
2,8,Cyclopoid,0.675,Experienced,Free
2,8,Cyclopoid,0.648,Experienced,Free
2,8,Cyclopoid,0.617,Experienced,Free
2,8,Cyclopoid,0.677,Experienced,Free
2,8,Cyclopoid,0.548,Experienced,Free
2,8,Cyclopoid,0.622,Experienced,Free
2,8,Cyclopoid,0.663,Experienced,Free
2,8,Cyclopoid,0.408,Experienced,Free
2,8,Cyclopoid,0.346,Experienced,Free
2,8,Cyclopoid,0.42,Experienced,Free
2,8,Cyclopoid,0.37,Experienced,Free
2,8,Cyclopoid,0.445,Experienced,Free
2,8,Cyclopoid,0.437,Experienced,Free
2,8,Cyclopoid,0.362,Experienced,Free
2,8,Cyclopoid,0.359,Experienced,Free
2,8,Cyclopoid,0.644,Experienced,Free
2,8,Cyclopoid,0.441,Experienced,Free
2,8,Cyclopoid,0.38,Experienced,Free
2,8,Cyclopoid,0.441,Experienced,Free
2,8,Cyclopoid,0.343,Experienced,Free
2,8,Cyclopoid,0.332,Experienced,Free
2,8,Cyclopoid,0.548,Experienced,Free
2,8,Cyclopoid,0.362,Experienced,Free
2,8,Cyclopoid,0.528,Experienced,Free
2,8,Cyclopoid,0.691,Experienced,Free
2,8,Cyclopoid,0.35,Experienced,Free
2,8,Cyclopoid,0.361,Experienced,Free
2,8,Cyclopoid,0.494,Experienced,Free
2,8,Cyclopoid,0.343,Experienced,Free
2,8,Cyclopoid,0.479,Experienced,Free
2,8,Cyclopoid,0.595,Experienced,Free
2,8,Calanoid,0.941,Experienced,Free
2,8,Calanoid,0.817,Experienced,Free
2,8,Calanoid,0.953,Experienced,Free
2,8,Calanoid,0.836,Experienced,Free
2,13,Daphnia,0.455,Naive,Control
2,13,Calanoid,1.081,Naive,Control
2,13,Calanoid,0.744,Naive,Control
2,13,Calanoid,1.147,Naive,Control
2,13,Calanoid,0.876,Naive,Control
2,13,Calanoid,1.071,Naive,Control
2,13,Calanoid,1.107,Naive,Control
2,13,Calanoid,0.952,Naive,Control
2,13,Calanoid,1.088,Naive,Control
2,13,Calanoid,0.975,Naive,Control
2,13,Calanoid,1.172,Naive,Control
2,13,Calanoid,1.076,Naive,Control
2,13,Calanoid,0.92,Naive,Control
2,13,Calanoid,1.077,Naive,Control
2,13,Cyclopoid,0.364,Naive,Control
2,13,Cyclopoid,0.352,Naive,Control
2,13,Polyphemus,0.522,Naive,Control
2,13,Polyphemus,0.386,Naive,Control
2,13,Polyphemus,0.356,Naive,Control
2,13,Polyphemus,0.564,Naive,Control
2,13,Polyphemus,0.441,Naive,Control
2,13,Polyphemus,0.597,Naive,Control
2,13,Polyphemus,0.296,Naive,Control
2,13,Polyphemus,0.296,Naive,Control
2,13,Polyphemus,0.53,Naive,Control
2,13,Polyphemus,0.494,Naive,Control
2,13,Polyphemus,0.634,Naive,Control
2,13,Polyphemus,0.553,Naive,Control
2,13,Polyphemus,0.58,Naive,Control
2,13,Polyphemus,0.514,Naive,Control
2,13,Polyphemus,0.497,Naive,Control
2,13,Polyphemus,0.366,Naive,Control
2,13,Polyphemus,0.531,Naive,Control
2,13,Polyphemus,0.402,Naive,Control
2,13,Polyphemus,0.496,Naive,Control
2,13,Polyphemus,0.421,Naive,Control
2,13,Polyphemus,0.523,Naive,Control
2,13,Polyphemus,0.459,Naive,Control
2,13,Polyphemus,0.449,Naive,Control
2,13,Polyphemus,0.268,Naive,Control
2,13,Polyphemus,0.452,Naive,Control
2,13,Polyphemus,0.522,Naive,Control
2,13,Polyphemus,0.464,Naive,Control
2,25,Cyclopoid,0.374,Experienced,Control
2,25,Cyclopoid,0.42,Experienced,Control
2,25,Cyclopoid,0.32,Experienced,Control
2,25,Cyclopoid,0.363,Experienced,Control
2,25,Cyclopoid,0.406,Experienced,Control
2,25,Cyclopoid,0.342,Experienced,Control
2,25,Cyclopoid,0.314,Experienced,Control
2,25,Cyclopoid,0.291,Experienced,Control
2,25,Cyclopoid,0.32,Experienced,Control
2,25,Cyclopoid,0.326,Experienced,Control
2,25,Cyclopoid,0.359,Experienced,Control
2,25,Cyclopoid,0.283,Experienced,Control
2,25,Cyclopoid,0.308,Experienced,Control
2,25,Cyclopoid,0.353,Experienced,Control
2,25,Cyclopoid,0.369,Experienced,Control
2,25,Cyclopoid,0.579,Experienced,Control
2,25,Cyclopoid,0.355,Experienced,Control
2,25,Cyclopoid,0.307,Experienced,Control
2,25,Cyclopoid,0.395,Experienced,Control
2,25,Cyclopoid,0.41,Experienced,Control
2,25,Cyclopoid,0.328,Experienced,Control
2,25,Cyclopoid,0.387,Experienced,Control
2,25,Cyclopoid,0.412,Experienced,Control
2,25,Cyclopoid,0.634,Experienced,Control
2,25,Cyclopoid,0.697,Experienced,Control
2,25,Cyclopoid,0.665,Experienced,Control
2,25,Daphnia,1.218,Experienced,Control
2,25,Daphnia,0.575,Experienced,Control
2,25,Daphnia,1.109,Experienced,Control
2,25,Daphnia,0.824,Experienced,Control
2,25,Daphnia,0.622,Experienced,Control
2,25,Daphnia,1.111,Experienced,Control
2,25,Daphnia,0.496,Experienced,Control
2,25,Daphnia,0.588,Experienced,Control
2,25,Daphnia,0.755,Experienced,Control
2,25,Daphnia,0.625,Experienced,Control
2,25,Daphnia,0.652,Experienced,Control
2,25,Daphnia,0.876,Experienced,Control
2,25,Daphnia,0.627,Experienced,Control
2,25,Daphnia,0.844,Experienced,Control
2,25,Daphnia,0.765,Experienced,Control
2,25,Daphnia,1.006,Experienced,Control
2,25,Daphnia,0.599,Experienced,Control
2,25,Daphnia,0.679,Experienced,Control
2,25,Daphnia,0.621,Experienced,Control
2,25,Daphnia,0.658,Experienced,Control
2,25,Calanoid,0.379,Experienced,Control
2,25,Calanoid,0.468,Experienced,Control
2,25,Calanoid,0.425,Experienced,Control
2,25,Calanoid,0.512,Experienced,Control
2,29,Polyphemus,0.547,Naive,Control
2,29,Polyphemus,0.732,Naive,Control
2,29,Polyphemus,0.663,Naive,Control
2,29,Polyphemus,0.537,Naive,Control
2,29,Polyphemus,0.328,Naive,Control
2,29,Polyphemus,0.685,Naive,Control
2,29,Polyphemus,0.359,Naive,Control
2,29,Polyphemus,0.286,Naive,Control
2,29,Polyphemus,0.331,Naive,Control
2,29,Polyphemus,0.372,Naive,Control
2,29,Polyphemus,0.342,Naive,Control
2,29,Polyphemus,0.307,Naive,Control
2,29,Polyphemus,0.365,Naive,Control
2,29,Polyphemus,0.354,Naive,Control
2,29,Polyphemus,0.347,Naive,Control
2,29,Polyphemus,0.466,Naive,Control
2,29,Polyphemus,0.313,Naive,Control
2,29,Polyphemus,0.422,Naive,Control
2,29,Polyphemus,0.49,Naive,Control
2,29,Polyphemus,0.429,Naive,Control
2,29,Polyphemus,0.533,Naive,Control
2,29,Polyphemus,0.297,Naive,Control
2,29,Polyphemus,0.332,Naive,Control
2,29,Polyphemus,0.278,Naive,Control
2,29,Polyphemus,0.369,Naive,Control
2,29,Polyphemus,0.355,Naive,Control
2,29,Polyphemus,0.529,Naive,Control
2,29,Cyclopoid,0.41,Naive,Control
2,29,Calanoid,0.773,Naive,Control
2,29,Calanoid,0.995,Naive,Control
2,29,Calanoid,0.809,Naive,Control
2,29,Calanoid,0.721,Naive,Control
2,29,Calanoid,0.781,Naive,Control
2,29,Calanoid,0.945,Naive,Control
2,29,Calanoid,0.999,Naive,Control
2,29,Calanoid,0.749,Naive,Control
2,29,Calanoid,0.793,Naive,Control
2,29,Calanoid,0.789,Naive,Control
2,29,Calanoid,1.016,Naive,Control
2,29,Calanoid,1.005,Naive,Control
2,29,Calanoid,0.97,Naive,Control
2,29,Calanoid,1.036,Naive,Control
2,29,Calanoid,0.984,Naive,Control
2,29,Calanoid,0.842,Naive,Control
3,23,Calanoid,1.021,Experienced,Control
3,23,Calanoid,1.055,Experienced,Control
3,23,Calanoid,0.994,Experienced,Control
3,23,Calanoid,0.314,Experienced,Control
3,23,Calanoid,0.723,Experienced,Control
3,23,Calanoid,0.976,Experienced,Control
3,23,Calanoid,0.844,Experienced,Control
3,23,Calanoid,0.79,Experienced,Control
3,23,Calanoid,0.735,Experienced,Control
3,23,Calanoid,0.753,Experienced,Control
3,23,Calanoid,0.842,Experienced,Control
3,23,Calanoid,0.837,Experienced,Control
3,23,Calanoid,0.354,Experienced,Control
3,23,Calanoid,0.402,Experienced,Control
3,23,Calanoid,0.308,Experienced,Control
3,23,Calanoid,0.309,Experienced,Control
3,23,Calanoid,0.407,Experienced,Control
3,23,Calanoid,0.566,Experienced,Control
3,23,Calanoid,0.378,Experienced,Control
3,23,Calanoid,0.341,Experienced,Control
3,23,Calanoid,0.341,Experienced,Control
3,23,Calanoid,0.416,Experienced,Control
3,23,Calanoid,0.359,Experienced,Control
3,23,Calanoid,0.337,Experienced,Control
3,23,Cyclopoid,0.526,Experienced,Control
3,23,Cyclopoid,0.311,Experienced,Control
3,23,Cyclopoid,0.31,Experienced,Control
3,23,Cyclopoid,0.486,Experienced,Control
3,23,Cyclopoid,0.36,Experienced,Control
3,23,Cyclopoid,0.358,Experienced,Control
3,23,Cyclopoid,0.362,Experienced,Control
3,23,Cyclopoid,0.532,Experienced,Control
3,23,Cyclopoid,0.33,Experienced,Control
3,23,Cyclopoid,0.41,Experienced,Control
3,23,Cyclopoid,0.423,Experienced,Control
3,23,Cyclopoid,0.452,Experienced,Control
3,23,Cyclopoid,0.336,Experienced,Control
3,23,Cyclopoid,0.331,Experienced,Control
3,23,Cyclopoid,0.309,Experienced,Control
3,23,Cyclopoid,0.316,Experienced,Control
3,23,Cyclopoid,0.363,Experienced,Control
3,23,Cyclopoid,0.377,Experienced,Control
3,23,Cyclopoid,0.297,Experienced,Control
3,23,Cyclopoid,0.314,Experienced,Control
3,23,Cyclopoid,0.319,Experienced,Control
3,23,Cyclopoid,0.438,Experienced,Control
3,23,Cyclopoid,0.287,Experienced,Control
3,23,Cyclopoid,0.273,Experienced,Control
3,23,Cyclopoid,0.414,Experienced,Control
3,23,Cyclopoid,0.36,Experienced,Control
3,23,Cyclopoid,0.66,Experienced,Control
3,23,Cyclopoid,0.305,Experienced,Control
3,23,Cyclopoid,0.351,Experienced,Control
3,23,Daphnia,0.586,Experienced,Control
3,23,Daphnia,1.079,Experienced,Control
3,23,Daphnia,0.477,Experienced,Control
3,23,Daphnia,0.66,Experienced,Control
3,23,Daphnia,0.637,Experienced,Control
3,23,Daphnia,0.71,Experienced,Control
3,23,Daphnia,0.654,Experienced,Control
3,23,Daphnia,0.72,Experienced,Control
3,23,Daphnia,0.637,Experienced,Control
3,23,Daphnia,0.6,Experienced,Control
3,23,Daphnia,0.74,Experienced,Control
3,23,Daphnia,0.845,Experienced,Control
3,23,Daphnia,0.647,Experienced,Control
3,23,Daphnia,0.568,Experienced,Control
3,23,Daphnia,0.683,Experienced,Control
3,23,Daphnia,0.985,Experienced,Control
3,23,Daphnia,0.641,Experienced,Control
3,23,Daphnia,0.71,Experienced,Control
3,23,Daphnia,0.576,Experienced,Control
3,23,Daphnia,0.821,Experienced,Control
3,23,Daphnia,0.689,Experienced,Control
3,23,Daphnia,0.768,Experienced,Control
3,23,Daphnia,0.539,Experienced,Control
3,23,Daphnia,0.705,Experienced,Control
3,23,Daphnia,0.688,Experienced,Control
3,17,Calanoid,0.848,Experienced,Caged
3,17,Calanoid,0.342,Experienced,Caged
3,17,Calanoid,0.837,Experienced,Caged
3,17,Calanoid,0.769,Experienced,Caged
3,17,Calanoid,0.265,Experienced,Caged
3,17,Calanoid,0.366,Experienced,Caged
