source.code,authors,year,title,publication,volume,issue,start.page,end.page,doi,ISSN,eISSN,ISBN
400,"Weisse, T; Scheffel, U; Stadler, P",2023,functional ecology of planktonic ciliates: measuring mortality rates in response to starvation,JOURNAL OF EUKARYOTIC MICROBIOLOGY,70,4,NA,NA,10.1111/jeu.12969,1066-5234,1550-7408,NA
401,"Chen, BZ; Liu, HB; Lau, MTS",2010,grazing and growth responses of a marine oligotrichous ciliate fed with two nanoplankton: does food quality matter for micrograzers?,AQUATIC ECOLOGY,44,1,113,119,10.1007/s10452-009-9264-5,1386-2588,1573-5125,NA
402,"Yoo, YD; Yoon, EY; Lee, KH; Kang, NS; Jeong, HJ",2013,growth and ingestion rates of heterotrophic dinoflagellates and a ciliate on the mixotrophic dinoflagellate biecheleria cincta,ALGAE,28,4,343,354,10.4490/algae.2013.28.4.343,1226-2617,2093-0860,NA
403,"Montagnes, DJS; Berger, JD; Taylor, FJR",1996,growth rate of the marine planktonic ciliate strombidinopsis cheshiri snyder and ohman as a function of food concentration and interclonal variability,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,206,1-2,121,132,10.1016/S0022-0981(96)02626-3,0022-0981,NA,NA
405,"Jeong, HJ; Kim, JS; Song, JY; Kim, JH; Kim, TH; Kim, SK; Kang, NS",2007,"feeding by protists and copepods on the heterotrophic dinoflagellates pfiesteria piscicida, stoeckeria algicida, and luciella masanensis",MARINE ECOLOGY PROGRESS SERIES,349,NA,199,211,10.3354/meps07094,0171-8630,1616-1599,NA
406,"Montagnes, DJS; Lessard, EJ",1999,population dynamics of the marine planktonic ciliate strombidinopsis multiauris:: its potential to control phytoplankton blooms,AQUATIC MICROBIAL ECOLOGY,20,2,167,181,10.3354/ame020167,0948-3055,1616-1564,NA
407,"Jeong, HJ; Shim, JH; Lee, CW; Kim, JS; Koh, SM",1999,growth and grazing rates of the marine planktonic ciliate strombidinopsis sp. on red-tide and toxic dinoflagellates,JOURNAL OF EUKARYOTIC MICROBIOLOGY,46,1,69,76,10.1111/j.1550-7408.1999.tb04586.x,1066-5234,NA,NA
408,"Schoener, DM; McManus, GB",2017,"growth, grazing, and inorganic c and n uptake in a mixotrophic and a heterotrophic ciliate",JOURNAL OF PLANKTON RESEARCH,39,3,379,391,10.1093/plankt/fbx014,0142-7873,1464-3774,NA
409,"Stoecker, DK; Silver, MW; Michaels, AE; Davis, LH",1988,"enslavement of algal chloroplasts by four strombidium spp. (ciliophora, oligotrichida)",Marine microbial food webs,3,NA,79,100,NA,NA,NA,NA
410,"Chen, WL; Chiang, KP; Tsai, SF",2020,neglect of presence of bacteria leads to inaccurate growth parameters of the oligotrich ciliate strombidium sp. during grazing experiments on nanoflagellates,FRONTIERS IN MARINE SCIENCE,7,NA,NA,NA,10.3389/fmars.2020.569309,NA,2296-7745,NA
411,"McManus, GB; Schoener, DM; Haberlandt, K",2012,chloroplast symbiosis in a marine ciliate: ecophysiology and the risks and rewards of hosting foreign organelles,FRONTIERS IN MICROBIOLOGY,3,NA,NA,NA,10.3389/fmicb.2012.00321,NA,1664-302X,NA
412,"FENCHEL, T; JONSSON, PR",1988,"the functional biology of strombidium-sulcatum, a marine oligotrich ciliate (ciliophora, oligotrichina)",MARINE ECOLOGY PROGRESS SERIES,48,1,1,15,10.3354/meps048001,0171-8630,NA,NA
413,"OHMAN, MD; SNYDER, RA",1991,growth-kinetics of the omnivorous oligotrich ciliate strombidium sp,LIMNOLOGY AND OCEANOGRAPHY,36,5,922,935,10.4319/lo.1991.36.5.0922,0024-3590,NA,NA
414,"Yang, JP; Löder, MGJ; Boersma, M; Wiltshire, KH",2015,factors influencing the grazing response of the marine oligotrichous ciliate strombidium cf. sulcatum,AQUATIC MICROBIAL ECOLOGY,74,1,59,71,10.3354/ame01729,0948-3055,1616-1564,NA
417,"Jeong, HJ; Yoon, JY; Kim, JS; Yoo, YD; Seong, KA",2002,growth and grazing rates of the prostomatid ciliate tiarina fusus on red-tide and toxic algae,AQUATIC MICROBIAL ECOLOGY,28,3,289,297,10.3354/ame028289,0948-3055,NA,NA
418,"VERITY, PG",1985,"grazing, respiration, excretion, and growth-rates of tintinnids",LIMNOLOGY AND OCEANOGRAPHY,30,6,1268,1282,10.4319/lo.1985.30.6.1268,0024-3590,1939-5590,NA
419,"Weisse, T; Stadler, P; Lindström, ES; Kimmance, SA; Montagnes, DJS",2002,interactive effect of temperature and food concentration on growth rate:: a test case using the small freshwater ciliate urotricha farcta,LIMNOLOGY AND OCEANOGRAPHY,47,5,1447,1455,10.4319/lo.2002.47.5.1447,0024-3590,1939-5590,NA
420,"Weisse, T; Scheffel, U; Stadler, P",2023,temperature-dependent resistance to starvation of three contrasting freshwater ciliates,EUROPEAN JOURNAL OF PROTISTOLOGY,88,NA,NA,NA,10.1016/j.ejop.2023.125973,0932-4739,1618-0429,NA
421,"Weisse, T; Rammer, S",2006,"pronounced ecophysiological clonal differences of two common freshwater ciliates, coleps spetai (prostomatida) and rimostrombidium lacustris (oligotrichida), challenge the morphospecies concept",JOURNAL OF PLANKTON RESEARCH,28,1,55,63,10.1093/plankt/fbi100,0142-7873,NA,NA
422,"Hewett, SW",1987,prey size and survivorship in didinium nasutum (ciliophora: gymnostomatida),Transactions of the American Microscopical Society,106,2,134,138,10.2307/3226310,0003-0023,NA,NA
423,"JACKSON, KM; BERGER, J",1984,survival of ciliate protozoa under starvation conditions and at low bacterial levels,MICROBIAL ECOLOGY,10,1,47,59,10.1007/BF02011594,0095-3628,1432-184X,NA
424,"Gächter, E; Weisse, T",2006,local adaptation among geographically distant clones of the cosmopolitan freshwater ciliate meseres corlissi.: i.: temperature response,AQUATIC MICROBIAL ECOLOGY,45,3,291,300,10.3354/ame045291,0948-3055,1616-1564,NA
425,"Tarangkoon, W; Hansen, PJ",2011,"prey selection, ingestion and growth responses of the common marine ciliate mesodinium pulex in the light and in the dark",AQUATIC MICROBIAL ECOLOGY,62,1,25,38,10.3354/ame01455,0948-3055,1616-1564,NA
426,"FENCHEL, T",1990,adaptive significance of polymorphic life-cycles in protozoa - responses to starvation and refeeding in 2 species of marine ciliates,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,136,3,159,177,10.1016/0022-0981(90)90159-A,0022-0981,1879-1697,NA
428,"ABDULLAHI, BA",1992,effects of diet on growth and development of 3 species of cyclopoid copepods,HYDROBIOLOGIA,232,3,233,241,10.1007/BF00013708,0018-8158,NA,NA
429,"Armitage, PD; Cranston, PS;  Pinder, LCV",1994,the chironomidae: biology and ecology of non-biting midges,Springer,NA,NA,NA,NA,NA,NA,NA,0 412 45260X
430,"AUSTIN, DA; BAKER, JH",1988,"fate of bacteria ingested by larvae of the fresh-water mayfly, ephemera-danica",MICROBIAL ECOLOGY,15,3,323,332,10.1007/BF02012645,0095-3628,1432-184X,NA
431,"BERNARD, C; RASSOULZADEGAN, F",1990,bacteria or microflagellates as a major food source for marine ciliates - possible implications for the microzooplankton,MARINE ECOLOGY PROGRESS SERIES,64,1-2,147,155,10.3354/meps064147,0171-8630,1616-1599,NA
432,"EDMONDSON, WT",1946,factors in the dynamics of rotifer populations,ECOLOGICAL MONOGRAPHS,16,4,357,372,10.2307/1961641,0012-9615,1557-7015,NA
433,"GALE, WF; LOWE, RL",1971,"phytoplankton ingestion by fingernail clam, sphaerium-transversum (say), in pool 19, mississippi river",ECOLOGY,52,3,507,&,10.2307/1937634,0012-9658,NA,NA
434,"KIVI, K; SETALA, O",1995,"simultaneous measurement of food particle selection and clearance rates of planktonic oligotrich ciliates (ciliophora, oligotrichina)",MARINE ECOLOGY PROGRESS SERIES,119,1-3,125,137,10.3354/meps119125,0171-8630,NA,NA
435,"Brinkhurst, RO;  Cook, DG",1980,aquatic oligochaete biology,Plenum Press,NA,NA,165,174,NA,NA,NA,978-1-4613-3048-6
436,"Locke, SA; Bulté, G; Forbes, MR; Marcogliese, DJ",2013,"estimating diet in individual pumpkinseed sunfish lepomis gibbosus using stomach contents, stable isotopes and parasites",JOURNAL OF FISH BIOLOGY,82,2,522,537,10.1111/j.1095-8649.2012.03497.x,0022-1112,1095-8649,NA
438,"López-Rodríguez, MJ; de Figueroa, JMT; Alba-Tercedor, J",2009,life history of two burrowing aquatic insects in southern europe: leuctra geniculata (insecta: plecoptera) and ephemera danica (insecta: ephemeroptera),AQUATIC INSECTS,31,2,99,110,10.1080/01650420802620345,0165-0424,1744-4152,NA
439,"Lynn, D",2008,"the ciliated protozoa: characterization, classification, and guide to the literature couverture",Springer,NA,NA,NA,NA,NA,NA,NA,978-1-4020-8239-9
440,"Mackie, G; Bailey, RC",2007,biology of freshwater corbiculid and sphaeriid clams of north america,Ohio Biological Survey,NA,NA,NA,NA,NA,NA,NA,978-0-86727-158-4
441,"MANN, RHK",1976,"observations on age, growth, reproduction and food of chub squalius-cephalus l in river stour, dorset",JOURNAL OF FISH BIOLOGY,8,3,265,+,10.1111/j.1095-8649.1976.tb03950.x,0022-1112,1095-8649,NA
442,"PONTON, D; GERDEAUX, D",1988,some aspects of the food of 2 planctonophagic fishes in leman lake - the whitefish (coregonus-scinzii palea cuv and val) and the roach (rutilus-rutilus (l)),BULLETIN FRANCAIS DE LA PECHE ET DE LA PISCICULTURE,NA,308,11,23,10.1051/kmae:1988011,0767-2861,NA,NA
443,"RUDZINSKA, MA; JACKSON, GJ; TUFFRAU, M",1966,fine structure of colpoda maupasi with special emphasis on food vacuoles,JOURNAL OF PROTOZOOLOGY,13,3,440,+,10.1111/j.1550-7408.1966.tb01937.x,0022-3921,NA,NA
444,"Serveau, Y;  Raymond, JC",2007,etude du régime alimentaire d'espèces piscicoles communes en plans d'eau.,ONEMA and ENTPE,NA,NA,NA,NA,NA,NA,NA,NA
445,"STEMBERGER, RS; GILBERT, JJ",1985,"body size, food concentration, and population-growth in planktonic rotifers",ECOLOGY,66,4,1151,1159,10.2307/1939167,0012-9658,1939-9170,NA
446,"Takamura, N;  Yasuno, M",1983,"food selection of the ciliated protozoa, condylostoma vorticella (ehrenberg) in lake kasumigaura.",Japanese Journal of Limnology.,44,NA,184,189,10.3739/rikusui.44.184,NA,NA,NA
447,"Timm, T",1996,"tubifex tubifex (muller, 1774) (oligochaeta, tubificidae) in the profundal of estonian lakes",INTERNATIONALE REVUE DER GESAMTEN HYDROBIOLOGIE,81,4,589,596,10.1002/iroh.19960810412,0020-9309,NA,NA
448,"TROSCHEL, HJ; ROSCH, R",1991,daily ration of juvenile coregonus-lavaretus (l) fed on living zooplankton,JOURNAL OF FISH BIOLOGY,38,1,95,104,10.1111/j.1095-8649.1991.tb03095.x,0022-1112,1095-8649,NA
449,"Verni, F; Gualtieri, P",1997,feeding behaviour in ciliated protists,MICRON,28,6,487,504,10.1016/S0968-4328(97)00028-0,0968-4328,NA,NA
450,"Visscher, JP",1923,"feeding reactions in the ciliate, dileptus gigas, with special reference to the function of trichocysts",BIOLOGICAL BULLETIN,45,2,113,143,10.2307/1536640,0006-3185,NA,NA
451,"WARREN, PH; LAWTON, JH",1987,invertebrate predator-prey body size relationships - an explanation for upper-triangular food webs and patterns in food web structure,OECOLOGIA,74,2,231,235,10.1007/BF00379364,0029-8549,1432-1939,NA
452,"Bozkurt, A; Can, MF",2014,"seasonal variations in body length and fecundity of 2 copepod species: thermocyclops crassus (fischer, 1853) and eudiaptomus drieschi (poppe & mrazek, 1895)",TURKISH JOURNAL OF ZOOLOGY,38,2,222,228,10.3906/zoo-1007-7,1300-0179,1303-6114,NA
453,"Tellioglu, A",2006,"seasonal variations in copepod body length: a comparison between different species in keban dam lake, turkey",CRUSTACEANA,79,NA,11,22,10.1163/156854006776759761,0011-216X,NA,NA
454,"WARREN, GJ; EVANS, MS; JUDE, DJ; AYERS, JC",1986,"seasonal-variations in copepod size - effects of temperature, food abundance, and vertebrate predation",JOURNAL OF PLANKTON RESEARCH,8,5,841,853,10.1093/plankt/8.5.841,0142-7873,NA,NA
455,"Reed, EB; Aronson, JG",1989,seasonal variation in length of copepodids and adults of diacyclops thomasi (forbes) in two colorado montane reservoirs (copepoda),Journal of Crustacean Biology,9,1,67,76,10.1163/193724089X00214,0278-0372,NA,NA
456,"Belmonte, G; Cavallo, A",1997,body size and its variability in the copepod acartia margalefi (calanoida) from lake acquatina (se italy),ITALIAN JOURNAL OF ZOOLOGY,64,4,377,382,10.1080/11250009709356225,1125-0003,1748-5851,NA
458,"GEORGE, DG",1976,life-cycle and production of cyclops vicinus in a shallow eutrophic reservoir,OIKOS,27,1,101,110,10.2307/3543438,0030-1299,NA,NA
459,"García, CE; Nandini, S; Sarma, SSS",2011,"demographic characteristics of the copepod acanthocyclops americanus (sars, 1863) (copepoda: cyclopoida) fed mixed algal (scenedesmus acutus)-rotifer (brachionus havanaensis) diet",HYDROBIOLOGIA,666,1,59,69,10.1007/s10750-010-0209-8,0018-8158,1573-5117,NA
460,"Kumar, R; Rao, TR",1999,"effect of algal food on animal prey consumption rates in the omnivorous copepod, mesocyclops thermocyclopoides",INTERNATIONAL REVIEW OF HYDROBIOLOGY,84,5,419,426,10.1002/iroh.199900035,1434-2944,1522-2632,NA
461,"Hwan,g J-S; Kumar, R; Kuo, C-S",2009,"impacts of predation by the copepod, mesocyclops pehpeiensis, on life table demographics and population dynamics of four cladoceran species: a comparative laboratory study",Zoological Studies,48,NA,738,752,NA,1021-5506,NA,NA
462,"González, EJ; Matsumura-Tundisi, T; Tundisi, JG",2008,"size and dry weight of main zooplankton species in bariri reservoir (sp, brazil)",BRAZILIAN JOURNAL OF BIOLOGY,68,1,69,75,10.1590/S1519-69842008000100010,1519-6984,1678-4375,NA
463,"Krylov, PI",2988,predation of the freshwater cyclopoid copepod megacyclops gigas on lake zooplankton: functional response and prey selection,Archiv für Hydrobiologie,NA,NA,231,250,10.1127/archiv-hydrobiol/113/1988/231,NA,NA,NA
464,"Muschiol, D; Markovic, M; Threis, I; Traunspurger, W",2008,predator-prey relationship between the cyclopoid copepod diacyclops bicuspidatus and a free-living bacterivorous nematode,NEMATOLOGY,10,NA,55,62,10.1163/156854108783360203,1388-5545,NA,NA
465,"Novich, RA; Erickson, EK; Kalinoski, RM; Delong, JP",2014,the temperature independence of interaction strength in a sit-and-wait predator,ECOSPHERE,5,10,NA,NA,10.1890/ES14-00216.1,2150-8925,NA,NA
466,"Jurgens, K; Arndt, H; Zimmermann, H",1997,impact of metazoan and protozoan grazers on bacterial biomass distribution in microcosm experiments,AQUATIC MICROBIAL ECOLOGY,12,2,131,138,10.3354/ame012131,0948-3055,1616-1564,NA
467,"Manca, M; Comoli, P; Lencioni, V",1999,population dynamics and production of crustacean zooplankton in two mountain lakes in the italian alps (lake paione superiore and lake malghette),Journal of limnology,58,NA,NA,NA,10.4081/jlimnol.1999.25,NA,NA,NA
469,"LAWRENCE, SG; MALLEY, DF; FINDLAY, WJ; MACLVER, MA; DELBAERE, IL",1987,method for estimating dry-weight of fresh-water planktonic crustaceans from measures of length and shape,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,44,NA,264,274,10.1139/f87-301,0706-652X,1205-7533,NA
470,"Michaloudi, E",2005,"dry weights of the zooplankton of lake mikri prespa (macedonia, greece)",Belgian Journal of Zoology,135,NA,NA,NA,NA,NA,NA,NA
471,"BRADSHAW, WE",1983,estimating biomass of mosquito populations,ENVIRONMENTAL ENTOMOLOGY,12,3,779,781,10.1093/ee/12.3.779,0046-225X,1938-2936,NA
472,"Bowen, KL; Johannsson, OE",2011,"changes in zooplankton biomass in the bay of quinte with the arrival of the mussels, dreissena polymorpha and d-rostiformis bugensis, and the predatory cladoceran, cercopagis pengoi: 1975 to 2008",AQUATIC ECOSYSTEM HEALTH & MANAGEMENT,14,1,44,55,10.1080/14634988.2011.550528,1463-4988,NA,NA
473,"MILLER, CB; JOHNSON, JK; HEINLE, DR",1977,growth rules in marine copepod genus acartia,LIMNOLOGY AND OCEANOGRAPHY,22,2,326,335,10.4319/lo.1977.22.2.0326,0024-3590,1939-5590,NA
474,"Sarma, SSS; Jiménez-Contreras, J; Fernández, R; Nandini, S; García-García, G",2013,"functional responses and feeding rates of mesocyclops pehpeiensis hu (copepoda) fed different diets (rotifers, cladocerans, alga and cyanobacteria)",JOURNAL OF NATURAL HISTORY,47,5-12,841,852,10.1080/00222933.2012.747636,0022-2933,1464-5262,NA
475,"Houk, V; Klee, R; Tanaka, H",2010,"atlas of freshwater centric diatoms with a brief key and descriptions part iii. stephanodiscaceae a: cyclotella, tertiarius, discostella.",Czech Phycological Society,NA,NA,NA,NA,NA,NA,NA,9788025479797
476,"Leblanc, K; Arístegui, J; Armand, L; Assmy, P; Beker, B; Bode, A; Breton, E; Cornet, V; Gibson, J; Gosselin, MP; Kopczynska, E; Marshall, H; Peloquin, J; Piontkovski, S; Poulton, AJ; Quéguiner, B; Schiebel, R; Shipe, R; Stefels, J; van Leeuwe, MA; Varela, M; Widdicombe, C; Yallop, M",2012,"a global diatom database - abundance, biovolume and biomass in the world ocean",EARTH SYSTEM SCIENCE DATA,4,1,149,165,10.5194/essd-4-149-2012,1866-3508,1866-3516,NA
478,"Hasle, GR; Lange, CB",1989,freshwater and brackish water thalassiosira (bacillariophyceae): taxa with tangentially undulated valves,Phycologia,28,1,120,135,10.2216/i0031-8884-28-1-120.1,0031-8884,NA,NA
479,"Reimann, BEF; Lewin, JMC; Guillard, RRL",1963,"cyclotella cryptica, a new brackish-water diatom species",Phycologia,3,2,75,84,10.2216/i0031-8884-3-2-75.1,0031-8884,NA,NA
480,"Sarno, D; Kooistra, WHCF; Medlin, LK; Percopo, I; Zingone, A",2005,diversity in the genus skeletonema (bacillariophyceae).: ii.: an assessment of the taxonomy of s-costatum-like species with the description of four new species,JOURNAL OF PHYCOLOGY,41,1,151,176,10.1111/j.1529-8817.2005.04067.x,0022-3646,1529-8817,NA
481,"Theriot, EC; Stoermer, EF",7,principal component analysis of stephanodiscus: observations on two new species from the stephanodiscus niagarae complex,Bacillaria,NA,NA,37,53,NA,NA,NA,NA
482,"Semina, H J; Fryxell, GA",1994,"thalassiosira echinata semina, a new diatom species from the equatorial pacific",Diatom Research,9,2,377,385,10.1080/0269249X.1994.9705315,0269-249X,NA,NA
483,"ZLOTNIK, I; DUBINSKY, Z",1989,the effect of light and temperature on doc excretion by phytoplankton,LIMNOLOGY AND OCEANOGRAPHY,34,5,831,839,10.4319/lo.1989.34.5.0831,0024-3590,1939-5590,NA
484,"IGNATIADES, L; FOGG, GE",1973,studies on factors affecting release of organic-matter by skeletonema-costatum (greville) cleve in culture,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,53,4,937,956,10.1017/S0025315400022591,0025-3154,1469-7769,NA
485,"VERITY, PG",1981,"effects of temperature, irradiance, and daylength on the marine diatom leptocylindrus-danicus cleve .2. excretion",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,55,2-3,159,169,10.1016/0022-0981(81)90109-X,0022-0981,1879-1697,NA
487,"NALEWAJKO, C",1966,photosynthesis and excretion in various planktonic algae,LIMNOLOGY AND OCEANOGRAPHY,11,1,1,+,10.4319/lo.1966.11.1.0001,0024-3590,1939-5590,NA
488,"SAKS, NM",1982,primary production and release of assimilated carbon by chlamydomonas-provasolii in culture,MARINE BIOLOGY,70,2,205,208,10.1007/BF00397686,0025-3162,1432-1793,NA
489,"MYKLESTAD, S; HOLMHANSEN, O; VARUM, KM; VOLCANI, BE",1989,rate of release of extracellular amino-acids and carbohydrates from the marine diatom chaetoceros-affinis,JOURNAL OF PLANKTON RESEARCH,11,4,763,773,10.1093/plankt/11.4.763,0142-7873,1464-3774,NA
490,"SHARP, JH",1977,excretion of organic-matter by marine-phytoplankton - healthy cells do it,LIMNOLOGY AND OCEANOGRAPHY,22,3,381,399,10.4319/lo.1977.22.3.0381,0024-3590,1939-5590,NA
491,"Cieplinski, A; Weisse, T; Obertegger, U",2017,"high diversity in keratella cochlearis (rotifera, monogononta): morphological and genetic evidence",HYDROBIOLOGIA,796,1,145,159,10.1007/s10750-016-2781-z,0018-8158,1573-5117,NA
492,Gosse,1851,pompholyx complanata gosse,GBIF,NA,NA,NA,NA,NA,NA,NA,NA
493,"Roche, KF",1993,"temporal variation in the morphology of the rotifer keratella quadrata (muller, 1786)",ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY,29,2,119,127,10.1051/limn/1993011,0003-4088,NA,NA
494,Skorikov,1986,polyarthra remata skorikov 1896,Encyclopedia of Life,NA,NA,NA,NA,NA,NA,NA,NA
495,"Gomes, EAT; Godinho, MJL",2003,structure of the protozooplankton community in a tropical shallow and eutrophic lake in brazil,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,24,NA,S153,S161,10.1016/S1146-609X(03)00039-0,1146-609X,NA,NA
496,"Lahr, DJG; Nguyen, TB; Barbero, E; Katz, LA",2011,evolution of the actin gene family in testate lobose amoebae (arcellinida) is characterized by two distinct clades of paralogs and recent independent expansions,MOLECULAR BIOLOGY AND EVOLUTION,28,1,223,236,10.1093/molbev/msq200,0737-4038,1537-1719,NA
498,"Masoumian, M; Pazouki, J; Yahyazadeh, M; Teymornezhad, A",2005,protozoan from freshwater fishes from north west of iran,Iranian Journal of Fisheries Sciences,4,2,31,42,10.22092/ijfs.2018.114818,1562-2916,NA,NA
499,"Gilbert, D; Amblard, C; Bourdier, G; Francez, AJ",1998,"the microbial loop at the surface of a peatland: structure, function, and impact of nutrient input",MICROBIAL ECOLOGY,35,1,83,93,10.1007/s002489900062,0095-3628,NA,NA
500,"Qin, YM; Zhang, LH; Swindles, GT; Yang, H; Gu, YS; Qi, SH",2021,"a ∼40-year paleoenvironmental record from the swan oxbow, yangtze river, china, inferred from testate amoebae and sedimentary pigments",JOURNAL OF PALEOLIMNOLOGY,66,1,29,40,10.1007/s10933-021-00183-z,0921-2728,1573-0417,NA
501,"Han, BP; Wang, T; Lin, QQ; Dumont, HJ",2008,carnivory and active hunting by the planktonic testate amoeba difflugia tuberspinifera,HYDROBIOLOGIA,596,NA,197,201,10.1007/s10750-007-9096-z,0018-8158,NA,NA
502,"Adamczuk, M",2012,"the development and reproductive output of three species of cladocera (crustacea, branchiopoda) with different size spectra as the result of vertebrate and invertebrate predation impact",INVERTEBRATE REPRODUCTION & DEVELOPMENT,56,4,293,298,10.1080/07924259.2011.614281,0792-4259,2157-0272,NA
503,"GELLER, W; MULLER, H",1981,the filtration apparatus of cladocera - filter mesh-sizes and their implications on food selectivity,OECOLOGIA,49,3,316,321,10.1007/BF00347591,0029-8549,1432-1939,NA
504,"邓琛, 杨柳, 韩博平.",2010,座热带浅水水库敞水区浮游甲壳动物群落结构,生态科学,29,1,39,44,NA,NA,NA,NA
505,"Xie, P; Yang, Y",2000,long-term changes of copepoda community (1957-1996) in a subtropical chinese lake stocked densely with planktivorous filter-feeding silver and bighead carp,JOURNAL OF PLANKTON RESEARCH,22,9,1757,1778,10.1093/plankt/22.9.1757,0142-7873,NA,NA
506,"Takahashi, H; Chang, KH; Hanazato, T",2006,"acute toxicity of the insecticide diazinon and carbaryl to calanoid and cyclopoid copepoda (eodiaptomus, mesocyclops and thermocyclops)in different life stages",Japanese Journal of Environmental Toxicology,9,2,133,139,10.11403/jset.9.133,NA,NA,NA
507,"Kawabata, K; Defaye, D",1994,"description of planktonic copepods from lake kahoku-gata, japan",Japanese Journal of Limnology,55,2,143,158,10.3739/rikusui.55.143,NA,NA,NA
509,"Kreutz, M; Stoeck, T; Foissner, W",2012,morphological and molecular characterization of paramecium (viridoparamecium nov subgen.) chlorelligerum kahl (ciliophora),JOURNAL OF EUKARYOTIC MICROBIOLOGY,59,6,548,563,10.1111/j.1550-7408.2012.00638.x,1066-5234,1550-7408,NA
510,"ZHEN-KANG, XU",1987,two new species of the family vaginicolidae from tianjin,Acta Zootaxonomica Sinica,1,NA,NA,NA,NA,NA,NA,NA
511,"FINLEY, HE; BACON, AL",1965,morphology and biology of pyxicola nolandi n sp ( ciliata peritrichida vaginicolidae ),JOURNAL OF PROTOZOOLOGY,12,1,123,+,10.1111/j.1550-7408.1965.tb01824.x,0022-3921,NA,NA
512,"Trueba, FJ",1978,a taxonomic revision of the peritrich ciliate genus pyxicola,Beaufortia,27,341,219,243,NA,0067-4745,NA,NA
513,"De Manuel, J",1990,contribution to the knowledge of rotifer fauna (rotifera: monogononta) from minorcan inland waters (balearic isles: spain),Limnetica,NA,NA,119,130,10.23818/limn.06.11,0213-8409,NA,NA
514,"Farhadian, O; Daghigh,i L; Ebrahimi, E",2015,growth and production of freshwater rotifer euchlanis dilatata (monogononta: euchlanidae) fed on different diets,Journal of Animal Research (Iranian Journal of Biology),28,2,198,209,NA,2383-2614,NA,NA
515,"Farhadian, O; Daghighi, L; Dorche, EE",2013,"effects of microalgae and alfalfa meal on population growth and production of a freshwater rotifer, euchlanis dilatata (rotifera: mongononta)",JOURNAL OF THE WORLD AQUACULTURE SOCIETY,44,1,86,95,10.1111/jwas.12012,0893-8849,1749-7345,NA
516,"Yilmaz, E; Bozkurt, A; Gökçek, K",2006,"prey selection by african catfish clarias gariepinus (burchell, 1822) larvae fed different feeding regimes",Turkish Journal of Zoology,30,1,59,66,NA,1300-0179,NA,NA
517,"NOGRADY, T",1983,some new and rare warmwater rotifers,HYDROBIOLOGIA,106,2,107,114,10.1007/BF00006742,0018-8158,1573-5117,NA
518,"Maibam, B; Singh, OS; Kar, D",2015,"a preliminary study on fish food organisms in thongjaorok river at bishnupur district, manipur, north east india",Biospectra,10,1,161,168,NA,NA,NA,NA
521,"Kim, W; Moon, SY; Song, MO",1991,the systematic study on the freshwater rotifera of korea,The Korean Journal of Zoology,34,4,548,556,NA,0440-2510,NA,NA
522,"Rabette, C; Thouvenot, A; Lair, N",1998,laboratory experiments on trophic relationships and remote detection between two ciliates and cyclops vicinus vicinus,HYDROBIOLOGIA,374,NA,157,167,10.1023/A:1017001725062,0018-8158,1573-5117,NA
523,"Dauta, A",1982,conditions de développement du phytoplancton. etude comparative du comportement de huit espèces en culture. i. détermination des paramètres de croissance en fonction de la lumière et de la température,Annales de Limnologie - International Journal of Limnology,18,3,217,262,10.1051/limn/1982005,0003-4088,NA,NA
524,"LEHMAN, JT; SANDGREN, CD",1985,species-specific rates of growth and grazing loss among fresh-water algae,LIMNOLOGY AND OCEANOGRAPHY,30,1,34,46,10.4319/lo.1985.30.1.0034,0024-3590,1939-5590,NA
525,"Gaedke, U. & Kümmerlin",NA,unpublished data from lake constance,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,"LASENBY, DC; LANGFORD, RR",1972,"growth, life-history, and respiration of mysis-relicta in an arctic and temperate lake",JOURNAL OF THE FISHERIES RESEARCH BOARD OF CANADA,29,12,1701,&,10.1139/f72-270,NA,NA,NA
527,"Ranta, E; Hakala, I",1978,"respiration of mysis relicta (crustacea, malacostraca)",Archiv für Hydrobiologie,83,NA,515,523,NA,NA,NA,NA
528,"TODA, H; ARIMA, T; TAKAHASHI, M; ICHIMURA, S",1987,"physiological evaluation of temperature effect on the growth-processes of the mysid, neomysis-intermedia czerniawsky",JOURNAL OF PLANKTON RESEARCH,9,1,51,63,10.1093/plankt/9.1.51,0142-7873,NA,NA
530,"Pourriot, R",1977,food and feeding habits of rotifera,Archiv für Hydrobiologie,8,NA,243,260,NA,NA,NA,NA
531,"Pourriot, R",1965,recherches sur l’écologie des rotifères,Vie Milieu,21,NA,1,224,NA,NA,NA,NA
532,"MILLER, S",1968,predatory behavior of dileptus anser,JOURNAL OF PROTOZOOLOGY,15,2,313,+,10.1111/j.1550-7408.1968.tb02128.x,0022-3921,NA,NA
